"C04_PERIODO","INS_COD","C04_APC","C04_PEC","C04_IRS"
201702,"PNOR",101830929528036,14100401377365,13.85
201701,"WOQ",138499224775423,19520892701641,14.09
201701,"WTQ",90486864090525.8,12203819777222,13.49
201701,"WUQ",70581885815579.3,9826695512162,13.92
201701,"WVQ",138195734999792,19197032802417,13.89
201701,"WWQ",363105312531.7,396980516263,109.33
201701,"ONOO",161164641491526,22154481028965,13.75
201701,"ONOP",161164641491526,22154481028965,13.75
201701,"ONWQ",124026902090832,16504547330131,13.31
201701,"OONQ",993735605263.3,213034619886,21.44
201701,"PNOQ",97827476909794.4,13065840668700,13.36
201701,"PNOR",101457376960149,13994924742388,13.79
201701,"PNOS",19182891998881.5,2309204728853,12.04
201701,"PNPQ",22569525130682.5,2509622587743,11.12
201701,"PNQQ",17858955816392.1,3216763230400,18.01
201701,"PNQR",9788936579119.3,1324606809702,13.53
201701,"PNQS",3577393096881.6,1077836609184,30.13
201701,"PNQT",2664655976583,458368058144,17.2
201701,"PNQU",1723541119182.7,253828951219,14.73
201701,"PNQV",200320630046.6,226088541732,112.86
201701,"PNQW",3378332365876.2,856099512111,25.34
201701,"PNRN",199060731005.4,221737097073,111.39
201701,"PNTQ",5146686992783.6,1138930648442,22.13
201702,"TT",996475320052.8,212753765659,21.35
201702,"PNOS",19345797180772,2324263773133,12.01
201702,"PNPQ",22743053876767.7,2510676607251,11.04
201702,"PNQQ",17848144105686.3,3040335337512,17.03
201702,"PNQR",9771636858498.2,1331548775708,13.63
201702,"PNQS",3606303178977.9,889982001044,24.68
201702,"PNQT",2640672994191.7,460669468791,17.45
201702,"PNQU",1733638981648.4,256704637594,14.81
201702,"PNQV",195652837119.7,221994303409,113.46
201702,"PNQW",3402165629250.6,668897185220,19.66
201702,"PNRN",204137549727.3,221084815824,108.3
201702,"PNTQ",5179482905521.8,953718536597,18.41
201701,"UQ",95891585421.1,124039795124,129.35
201703,"SV",44711723225.2,57316101631,128.19
201703,"UQ",112648882735.4,125564988455,111.47
201703,"ST",12416547479.2,20862657183,168.02
201703,"TR",1632332541136.7,251812128875,15.43
201703,"QN",31582974159.1,22674494895,71.79
201703,"SR",541016226741.6,223321040168,41.28
201703,"PS",23157566389664.1,2511704171129,10.85
201703,"RO",4820744665921.5,666373156173,13.82
201703,"OR",26844861845699.6,3719152622346,13.85
201703,"RR",408315916668.7,90297572710,22.11
201703,"PU",9437908452587.4,1106998181918,11.73
201703,"TU",718820731941.4,119284387384,16.59
201703,"PP",1064786946432.8,140413345994,13.19
201703,"TP",5069963992228.9,670001175102,13.22
201703,"PW",25069824894869.8,3364412121246,13.42
201703,"WRN",6285731978198.8,878302394553,13.97
201703,"SN",27492640273513,3761039656966,13.68
201703,"SP",23253288885458.3,3269922028267,14.06
201703,"WPW",4534669786338.2,575975302907,12.7
201703,"UP",67594532778,73319054750,108.47
201703,"TT",1001084367260.9,187001887460,18.68
201703,"SOU",10116306283851.1,1234380904486,12.2
201703,"WOQ",140086807518364,19504906572413,13.92
201703,"WTQ",91119771359624.8,12037194663184,13.21
201703,"WUQ",72124602548403,9979416080358,13.84
201703,"WVQ",139457080046759,19180732278536,13.75
201703,"WWQ",697322004383.1,397493348627,57
201703,"ONOO",163357022790763,22142175731997,13.55
201703,"ONOP",163357022790763,22142175731997,13.55
201703,"ONWQ",125818182289205,16626230599954,13.21
201703,"OONQ",1001084367260.9,187001887460,18.68
201703,"PNOQ",98961541750520.9,13185983486962,13.32
201703,"PNOR",102660615899541,14114526428825,13.75
201703,"PNOS",19554214736438.5,2341379086404,11.97
201703,"PNPQ",23157566389664.1,2511704171129,10.85
201703,"PNQQ",17871976882384.5,3049001057184,17.06
201703,"PNQR",9890708658150.4,1336374331275,13.51
201703,"PNQS",3475532392598.8,913261722487,26.28
201703,"PNQT",2633416908397.6,438814016335,16.66
201703,"PNQU",1783607678374.2,259697733378,14.56
201703,"PNQV",201360127598.9,226418242164,112.44
201703,"PNQW",2934516165857.2,689940682319,23.51
201703,"PNRN",541016226741.6,223321040168,41.28
201703,"PNTQ",4739240556316.9,977172614656,20.62
201704,"SV",47177791238,58390525967,123.77
201704,"ST",12828404227,20843174400,162.48
201704,"UQ",98089237162,125699858180,128.15
201704,"QN",35318428721.5,22483615213,63.66
201704,"TU",686971766575.2,121725074458,17.72
201704,"TR",1642178889339.5,250247727152,15.24
201704,"PP",1071472581957.7,134937614795,12.59
201704,"SR",241695977778.8,223666143460,92.54
201704,"PS",22502982382729.6,2518826333462,11.19
201704,"RR",370921549342.8,92240002255,24.87
201704,"OR",27012926159778.4,3752460786068,13.89
201704,"RO",4895023492255.2,670680279739,13.7
201704,"SP",23264175217587.7,3283438559754,14.11
201704,"TT",1024448014657.4,188374875112,18.39
201704,"WRN",6143521174750.8,863860256658,14.06
201704,"TP",5092387242170.5,675652294786,13.27
201704,"PW",25560224424178.5,3394521518889,13.28
201704,"UP",82244085370.5,73525147257,89.4
201704,"WPW",4650295436651,603280807171,12.97
201704,"SN",27512159249796.5,3616270343907,13.14
201704,"SOU",10238153970173.2,1244388971780,12.15
201704,"PU",9558102716907.7,1104989549729,11.56
201704,"WOQ",140847218638924,19462315990197,13.82
201704,"WTQ",91300451863934.2,12119181215479,13.27
201704,"WUQ",72049749157718.9,9861961108180,13.69
201704,"WVQ",140510198036958,19136932531157,13.62
201704,"WWQ",419264687335.8,398908606297,95.14
201704,"ONOO",163448290258815,22106842181839,13.53
201704,"ONOP",163448290258815,22106842181839,13.53
201704,"ONWQ",125852467434071,16565517542080,13.16
201704,"OONQ",1024448014657.4,188374875112,18.39
201704,"PNOQ",99881566520834.3,13112631170373,13.13
201704,"PNOR",103349485051341,14046691208618,13.59
201704,"PNOS",19796256687080.9,2349378521509,11.87
201704,"PNPQ",22502982382729.6,2518826333462,11.19
201704,"PNQQ",17701476900501.5,3066246260070,17.32
201704,"PNQR",9987410734425.7,1346332574525,13.48
201704,"PNQS",3193670289359.5,922911078448,28.9
201704,"PNQT",2666626903996.9,438622602264,16.45
201704,"PNQU",1758444348532.9,256662689253,14.6
201704,"PNQV",193413861348.5,227417173760,117.58
201704,"PNQW",2951974311580.7,699244934988,23.69
201704,"PNRN",241695977778.8,223666143460,92.54
201704,"PNTQ",4723499198929.6,984099792564,20.83
201705,"TT",1018048406446.2,191069657560,18.77
201705,"SV",45001200560.7,58394093789,129.76
201705,"TR",1611130870977.3,254164990965,15.78
201705,"SOU",10259635765872.4,1251036190235,12.19
201705,"UQ",114274772505.5,126075062610,110.33
201705,"QN",37314060681.6,22321648728,59.82
201705,"OR",27143014734793.7,3784946943135,13.94
201705,"PS",22775661876639.9,2531387943625,11.11
201705,"ST",13203243670.2,20854730489,157.95
201705,"PP",1091341189298.8,135788234607,12.44
201705,"PW",25733366881168.2,3380102496574,13.14
201705,"RO",4969434787076.6,675140671170,13.59
201705,"WPW",4800929868201,614921124586,12.81
201705,"SR",487354029347,222301147630,45.61
201705,"RR",363498260421.1,90542010281,24.91
201705,"SN",27367669644805.9,3659205771095,13.37
201705,"TP",5128173568443.6,678222841982,13.23
201705,"UP",94833080941.6,73320433755,77.32
201705,"WOQ",140955173228897,19446710093259,13.8
201705,"WTQ",92014218567261.9,12164248429209,13.22
201705,"WUQ",71716616538274.8,9813849607675,13.68
201705,"WVQ",140372300694637,19122838472623,13.62
201705,"WWQ",677705615201.1,397192054391,58.61
201705,"ONOO",163845109878042,22104173099494,13.49
201705,"ONOP",163845109878042,22104173099494,13.49
201705,"ONWQ",126405214994949,16679125345705,13.19
201705,"OONQ",1018048406446.2,191069657560,18.77
201705,"PNOQ",100166292421073,13167682791436,13.15
201705,"PNOR",103629553118309,14147737402080,13.65
201705,"PNOS",19922241160305.5,2343427580632,11.76
201705,"PNPQ",22775661876639.9,2531387943625,11.11
201705,"PNQQ",17403378950282.3,2955545110547,16.98
201705,"PNQR",10097608355520.2,1353363513152,13.4
201705,"PNQS",3489731623127.3,919588241257,26.35
201705,"PNQT",2629179277423.5,445234648525,16.93
201705,"PNQU",1091341189298.8,135788234607,12.44
201705,"PNQV",209793277418,227645535616,108.51
201705,"PNQW",3002377593780.3,697287093627,23.22
201705,"PNRN",487354029347,222301147630,45.61
201705,"PNTQ",4094404207050,861325367485,21.04
201705,"SP",23385501857541.2,3323482191276,14.21
201706,"PP",1115206564881.4,137157858489,12.3
201706,"UQ",107336957992.6,126801952038,118.13
201706,"PU",9865516413479.7,1100357195413,11.15
201706,"TR",1601276372287.5,254029121601,15.86
201706,"OR",27455816217425.4,3810407995245,13.88
201706,"WRN",6003462971394.4,841733323044,14.02
201705,"WRN",6235024169366,884451664331,14.19
201705,"PU",9662605394433.1,1092391390397,11.31
201706,"ST",13105035779.4,20815603608,158.84
201706,"SV",45521287285.3,58394043108,128.28
201706,"RO",4977985615350,681179366868,13.68
201706,"QN",33822376344.4,22500301650,66.52
201706,"PS",22925110138333.6,2534678826155,11.06
201706,"TP",5128844534613.7,683281360954,13.32
201706,"SN",27133272407055.9,3694281797590,13.62
201706,"UP",109970893088.5,73555955067,66.89
201706,"TT",1013836342015.3,193030960261,19.04
201706,"PW",25347991120161,3438993114965,13.57
201706,"WOQ",140160065409409,19576986169473,13.97
201706,"WPW",4225864984758.7,623211673913,14.75
201706,"RR",382228399367.8,90518176262,23.68
201706,"WTQ",92064163541930.2,12268715060080,13.33
201706,"WUQ",71021012005812.1,9842949935548,13.86
201706,"WVQ",139761153567906,19253770143155,13.78
201706,"WWQ",508882734591.5,396771981385,77.97
201706,"ONOO",163192512505735,22238466947666,13.63
201706,"ONOP",163192512505735,22238466947666,13.63
201706,"ONWQ",125790119400523,16791505087317,13.35
201706,"OONQ",1013836342015.3,193030960261,19.04
201706,"PNOQ",100005778691893,13291917534749,13.29
201706,"PNOR",102865009262189,14256826261162,13.86
201706,"PNOS",20068698947250.3,2348234626949,11.7
201706,"PNPQ",22925110138333.6,2534678826155,11.06
201706,"PNQQ",17226357199969.5,2971925281362,17.25
201707,"QN",30530122684,22606600402,74.05
201707,"SR",174754945305.6,222657379392,127.41
201707,"UQ",109413703286.4,126345127458,115.47
201707,"SP",22671492916586.1,3294771391766,14.53
201707,"TR",1593800748979.6,257059540860,16.13
201707,"PS",22782501706304.3,2546562526268,11.18
201707,"WRN",5910405285617.6,835500888292,14.14
201707,"WPW",4273037739937.1,621531140531,14.55
201706,"SP",22927929517546.6,3313143353362,14.45
201706,"SR",306463142093.9,221506077952,72.28
201706,"PNQR",10106830149963.7,1364460727822,13.5
201706,"PNQS",3296759071412.5,921536664823,27.95
201706,"PNQT",2615112714302.8,447060081862,17.1
201706,"PNQU",1115206564881.4,137157858489,12.3
201706,"PNQV",199785657401.7,228511900404,114.38
201706,"PNQW",2990295929318.6,700030586871,23.41
201706,"PNRN",306463142093.9,221506077952,72.28
201706,"PNTQ",4087980300520.6,865342438659,21.17
201707,"ST",12726687546.8,20765050657,163.16
201707,"SV",56142765570.8,58391899874,104.01
201706,"SOU",10203182533770.6,1247877431536,12.23
201707,"PP",1139714282396.8,137075532077,12.03
201707,"PW",25310883743967.3,3452102256222,13.64
201707,"TT",1031846924417,194467855138,18.85
201707,"SN",27584076447386.6,3703697560945,13.43
201707,"RO",5002733640988.5,684525606739,13.68
201707,"OR",27031037382499,3804639634637,14.08
201707,"WOQ",139999016190133,19601625553765,14
201707,"UP",111265356431.2,73700567923,66.24
201707,"RR",363054944249.6,90617246557,24.96
201707,"TP",5132704393305.6,686589897194,13.38
201707,"WTQ",91524493054719.4,12302812019517,13.44
201707,"WUQ",71257024841717.9,9845376060516,13.82
201707,"WVQ",139724861669026,19277204623440,13.8
201707,"WWQ",385419877538.4,398121498248,103.3
201707,"ONOO",162890931599724,22274533207491,13.67
201707,"ONOP",162890931599724,22274533207491,13.67
201707,"ONWQ",125379992196743,16801773369838,13.4
201707,"OONQ",1031846924417,194467855138,18.85
201707,"PNOQ",100178978229810,13318607814804,13.29
201707,"PNOR",102597490490439,14255210843570,13.89
201707,"PNOS",20252980655957.2,2358168363000,11.64
201708,"TR",1611849422360.3,261142203818,16.2
201708,"QN",29278506765.9,22631906070,77.3
201708,"SR",196470977659.8,221997522281,112.99
201708,"TP",5179664235177.7,689882821690,13.32
201708,"SP",22725942293022.9,3275792595499,14.41
201708,"WRN",5838095421027.8,818705602235,14.02
201708,"OR",27035784325157,3836313603237,14.19
201708,"PU",10026096524612.9,1109446539505,11.07
201707,"SOU",10182462181676.3,1251480240528,12.29
201707,"PNPQ",22782501706304.3,2546562526268,11.18
201707,"PNQQ",17148545043736.8,2988246347195,17.43
201707,"PNQR",10135438034294.1,1371115503933,13.53
201707,"PNQS",3148345477847.7,926764364254,29.44
201707,"PNQT",2625647673396.6,451527395998,17.2
201707,"PNQU",1139714282396.8,137075532077,12.03
201707,"PNQV",208813279088,228108678391,109.24
201707,"PNQW",2973590532542.1,704106984862,23.68
201707,"PNRN",174754945305.6,222657379392,127.41
201707,"PNTQ",4101439034309.3,869245499949,21.19
201708,"ST",12592728637.4,20687991830,164.29
201707,"PU",10070518474280.9,1106688122472,10.99
201708,"SV",54268995446.4,58395159318,107.6
201708,"UQ",125720438117.9,126041397573,100.26
201708,"PS",23058192768191.6,2553305444239,11.07
201708,"PP",1201947059856,137750751589,11.46
201708,"TT",1051823600296.5,196334065235,18.67
201708,"RO",5083320388524.5,688058677349,13.54
201708,"PW",25587714265692.7,3458170290553,13.51
201708,"WPW",4220637605272.4,601267030782,14.25
201708,"RR",354380260652.3,90182999482,25.45
201708,"SOU",10225082804429.9,1257363808643,12.3
201708,"WOQ",140625562817225,19737815526438,14.04
201708,"SN",27494302262592.1,3731229991306,13.57
201708,"WTQ",92318483127806.2,12365330057139,13.39
201708,"WUQ",71365272457610.5,9925790913538,13.91
201708,"WVQ",140332951608716,19414102946939,13.83
201708,"WWQ",539468312300.4,461774979103,85.6
201708,"ONOO",163809476023535,22417162368250,13.68
201708,"ONOP",163809476023535,22417162368250,13.68
201708,"ONWQ",125901935914656,16854811924834,13.39
201708,"OONQ",1051823600296.5,196334065235,18.67
201708,"PNOQ",100368980182485,13392524233244,13.34
201709,"SR",222905609886.9,222564892665,99.85
201709,"UQ",122511291785.9,126676965178,103.4
201709,"QN",31967552243.6,23928896898,74.85
201709,"PP",1241699791511.2,134355582901,10.82
201709,"OR",26908132344341.5,3863792741295,14.36
201709,"TR",1595656638741,263288828729,16.5
201709,"TP",5243900554823.4,693804562161,13.23
201708,"UP",246857103790.9,138062399604,55.93
201708,"PNOR",102843743146465,14301506480595,13.91
201708,"PNOS",20251179329042.8,2366810348148,11.69
201708,"PNPQ",23058192768191.6,2553305444239,11.07
201708,"PNQQ",17530640341717.6,3069498697695,17.51
201708,"PNQR",10262984623702.2,1377941499039,13.43
201708,"PNQS",3305895404652.9,994615120796,30.09
201708,"PNQT",2663673022656.8,457476269053,17.17
201708,"PNQU",1201947059856,137750751589,11.46
201708,"PNQV",221860668967.6,227756454791,102.66
201708,"PNQW",3109424426993.1,772617598515,24.85
201708,"PNRN",196470977659.8,221997522281,112.99
201708,"PNTQ",4160654613907.9,874021007718,21.01
201709,"ST",12210121079.8,20692206427,169.47
201709,"PW",25744785741507.8,3492993226390,13.57
201709,"RO",5080899350467.9,692202820574,13.62
201709,"TT",1045505702747.6,197800124904,18.92
201709,"SN",27863426817099.4,3786589668117,13.59
201709,"PS",22929270794175,2566059331292,11.19
201709,"SOU",10156659782868.4,1265708346091,12.46
201709,"WRN",5827454411661.6,833230236890,14.3
201709,"SP",22824728713213.1,3290982134895,14.42
201709,"RR",410651725542.6,87479128792,21.3
201709,"UP",280479285910.3,138711699547,49.46
201703,"TV",2883940826601.7,526324054859,18.25
201704,"TV",2944111854537.8,533479785476,18.12
201705,"TV",2992480122139.2,533424649591,17.83
201706,"TV",2935439170971.1,535956455542,18.26
201707,"TV",2939302069739.7,539789170382,18.36
201708,"TV",2934717624490.7,544372199429,18.55
201709,"TV",2995813905209.2,549737029851,18.35
201709,"PU",10080476842725.2,1130335724563,11.21
201709,"WOQ",141401070564328,19913363748981,14.08
201709,"WTQ",92377488120637.4,12454034248097,13.48
201709,"WUQ",71952853237865.4,10025388832176,13.93
201709,"WVQ",141064640493821,19587781618810,13.89
201709,"WWQ",616909356416.7,464293829718,75.26
201709,"ONOO",164452852650289,22606100045451,13.75
201709,"ONOP",164452852650289,22606100045451,13.75
201709,"ONWQ",126270344410337,17000417101989,13.46
201709,"OONQ",1045505702747.6,197800124904,18.92
201709,"PNOQ",100753481528542,13539419706456,13.44
201709,"PNOR",103341073616162,14434357770697,13.97
201709,"PNOS",20237136625593.6,2396044070654,11.84
201709,"PNPQ",22929270794175,2566059331292,11.19
201709,"PNQQ",17822860322572.4,3082961907630,17.3
201709,"PNQR",10324799905291.3,1386007382735,13.42
201709,"PNQS",3501673823661.8,998492750855,28.51
201709,"PNQT",2641162341488.6,461088953633,17.46
201709,"PNQU",1241699791511.2,134355582901,10.82
201709,"PNQV",236035752405.4,229694202684,97.31
201709,"WPW",4307733605228.9,615887807093,14.3
201709,"PNQW",3278768213774.9,775927858190,23.67
201709,"PNRN",222905609886.9,222564892665,99.85
201709,"SV",69346787296.1,58396134181,84.21
201710,"TR",1600160540736.6,266028809384,16.63
201710,"WPW",4366323229990.5,616178030218,14.11
201710,"SR",240815270407,222000276066,92.19
201710,"ST",11801921813.2,20662534660,175.08
201710,"SV",64888931023.4,58395479251,89.99
201709,"PNTQ",4353513179995.3,874588979050,20.09
201710,"UQ",112898917693.9,126489592555,112.04
201710,"QN",27308542581.6,23142284644,84.74
201710,"PS",23246600824438.1,2583981622021,11.12
201710,"PU",10410360892483.6,1138608426801,10.94
201710,"TT",1048492280642.4,199542253832,19.03
201710,"PP",1275198794959.1,134487371044,10.55
201710,"PW",26067246969458.3,3511549739366,13.47
201710,"OR",26876791102651.2,3875712389155,14.42
201710,"WRN",5540237037376.8,808884371476,14.6
201710,"SOU",10194347694878.4,1272760413673,12.48
201710,"RO",5136719987663.5,695294011101,13.54
201710,"TP",5267991257075.5,695605397761,13.2
201710,"UP",313928499984.7,139913840244,44.57
201710,"SP",22467476888523.8,3287976202620,14.63
201710,"RR",316032748024.6,86982111704,27.52
201710,"SN",27754547021155,3819459472695,13.76
201710,"WOQ",141730106722508,19997649817238,14.11
201710,"WTQ",93175199136070.3,12511730396901,13.43
201710,"WUQ",71801508410875.3,10069901042358,14.02
201710,"WVQ",141385292056682,19673449242617,13.91
201710,"WWQ",658743165809.9,464114414865,70.45
201710,"ONOO",165089606464640,22708121031814,13.76
201710,"ONOP",165089606464640,22708121031814,13.76
201710,"ONWQ",126412662806226,17078679425857,13.51
201710,"OONQ",1048492280642.4,199542253832,19.03
201710,"PNOQ",101303293680627,13618090441690,13.44
201710,"PNOR",103166061981788,14494697803836,14.05
201710,"PNOS",20604708587362,2411368840474,11.7
201710,"PNPQ",23246600824438.1,2583981622021,11.12
201710,"PNQQ",17959336153357.2,3091583172928,17.21
201710,"PNQR",10404711244739,1390899408862,13.37
201710,"PNQS",3526773896861.9,998425031251,28.31
201710,"PNQT",2648652821379,465571063216,17.58
201710,"PNQU",1275198794959.1,134487371044,10.55
201710,"PNQV",216898313112.1,228689891110,105.44
201710,"PNQW",3285958626454.9,776424755185,23.63
201710,"PNRN",240815270407,222000276066,92.19
201710,"PNTQ",4351228316847.5,873198584540,20.07
201711,"ST",12258003462.8,20645702799,168.43
201711,"SV",62384640885.8,58394934608,93.6
201711,"SR",192109743186.4,224816381617,117.02
201711,"UQ",110045721036,126505901117,114.96
201711,"TR",1656944361470.3,269985832650,16.29
201711,"SOU",10532909129145,1273827085472,12.09
201711,"PU",10509477972679.9,1147826926088,10.92
201711,"SP",22885906544144.2,3292297581521,14.39
201711,"WRN",5587863723365.4,831281408974,14.88
201711,"PS",23681819960783.7,2602379472096,10.99
201711,"SN",28415342212108.7,3846406104872,13.54
201711,"QN",28268516051.5,23070650663,81.61
201711,"RO",5236591416509.2,700649277208,13.38
201711,"OR",26934105399668.4,3912304586775,14.53
201711,"WPW",4676689085819,632386817568,13.52
201711,"PW",26684436207414.5,3539344256058,13.26
201711,"TT",1068638223973,201080528414,18.82
201711,"PP",1263286260365.9,136609285362,10.81
201711,"TP",5307028379306.2,697140466487,13.14
201711,"RR",366732133189.8,85820444692,23.4
201711,"WOQ",144653830158137,20121248409031,13.91
201711,"WTQ",94899305343045.7,12609607439236,13.29
201711,"WUQ",73436344775875.4,10114020441891,13.77
201711,"WVQ",144358809254551,19794320739344,13.71
201711,"WWQ",725976784607.8,467842299246,64.44
201711,"ONOO",168445695839957,22850133782244,13.57
201711,"ONOP",168445695839957,22850133782244,13.57
201711,"ONWQ",128601610324120,17192732001322,13.37
201711,"OONQ",1068638223973,201080528414,18.82
201711,"PNOQ",103076270921017,13719708959265,13.31
201711,"PNOR",104919790363336,14590352529226,13.91
201711,"PNOS",21042387101824.9,2421654011560,11.51
201711,"PNPQ",23681819960783.7,2602379472096,10.99
201711,"PNQQ",18691652692976.7,3109241868245,16.63
201711,"PNQR",10543619795815.4,1397789743695,13.26
201711,"PNQS",4056252890952,1001665190054,24.69
201711,"PNQT",2725582585443.3,471066361064,17.28
201710,"TV",3004787132884,549528803237,18.29
201711,"TV",3066455133554.5,550113734186,17.94
201712,"ST",12107171088.4,20542914863,169.68
201712,"SR",152012137649.9,226338462867,148.89
201712,"UQ",124092368446.9,126677607367,102.08
201712,"TR",1622359892268.4,272438537873,16.79
201712,"SV",77247579111.8,58357312146,75.55
201712,"WPW",4634297096488.6,575680148938,12.42
201712,"PU",10599480665176.8,1154067513663,10.89
201712,"PP",1302040534501.7,137218000452,10.54
201712,"SOU",9995044035826.5,1278072169420,12.79
201712,"OR",27068338575078,3934726544440,14.54
201712,"QN",29852487593.3,23181549033,77.65
201712,"SP",22151676110344,3249571738486,14.67
201712,"TP",5360129184522.2,751456891558,14.02
201712,"WRN",5415847212943.8,784641639581,14.49
201712,"RO",5181699030515.2,704351016611,13.59
201712,"TV",3033470197351.7,555001967066,18.3
201712,"SN",27911835326322,3881252042724,13.91
201712,"TT",1098370726721,203531987621,18.53
201712,"RR",297171644163.9,88410128721,29.75
201712,"UP",325523638264.8,141639241280,43.51
201712,"WOQ",142823558653405,20191725440683,14.14
201712,"WTQ",94824091899740.3,12669649128931,13.36
201712,"WUQ",71551950795541.4,10121433073203,14.15
201712,"WVQ",142552339277961,19863305201774,13.93
201712,"WWQ",596743013708.2,470059480189,78.77
201712,"ONOO",166500135063729,22917759809501,13.76
201712,"ONOP",166500135063729,22917759809501,13.76
201712,"ONWQ",127289533770526,17176474508960,13.49
201712,"OONQ",1098370726721,203531987621,18.53
201712,"PNOQ",102179898319308,13759685692106,13.47
201712,"PNOR",103737049728649,14577117747509,14.05
201712,"PNOS",20594524701003.3,2432139683083,11.81
201712,"PNPQ",23552484041877.2,2599356761451,11.04
201712,"PNQQ",18491984223752.3,3182468010091,17.21
201711,"UP",430955881021.3,140914629559,32.7
201711,"PNQU",1263286260365.9,136609285362,10.81
201711,"PNQV",212956881436.1,228617189187,107.35
201711,"PNQW",3864143147765.6,776848808437,20.1
201711,"PNRN",192109743186.4,224816381617,117.02
201711,"PNTQ",4799384687510.3,874654752310,18.22
201712,"PW",26605199716904.9,3511567421859,13.2
201712,"PS",23552484041877.2,2599356761451,11.04
201712,"PNQR",10541828215037.4,1455807908169,13.81
201712,"PNQS",3808177617430.3,1011389799934,26.56
201712,"PNQT",2720730618989.4,475970525494,17.49
201712,"PNQU",1302040534501.7,137218000452,10.54
201712,"PNQV",243299606240.4,228759383409,94.02
201712,"PNQW",3656165479780.4,785051337067,21.47
201712,"PNRN",152012137649.9,226338462867,148.89
201712,"PNTQ",4751889613810.8,882711872281,18.58
